Provider,inpatient_claim_count,inpatient_total_reimbursement,inpatient_avg_reimbursement,inpatient_unique_beneficiaries,outpatient_claim_count,outpatient_total_reimbursement,outpatient_avg_reimbursement,outpatient_unique_beneficiaries,avg_bene_chronic_count,max_bene_chronic_count,avg_bene_age,death_rate,bene_count,n_unique_diag_codes,n_unique_proc_codes,total_claim_count,ip_claim_ratio,avg_reimbursement_overall,Fraud
PRV51024,9.0,61000.0,6777.777777777777,9.0,30.0,3050.0,101.66666666666667,29.0,17.236842105263158,22,67.71052631578948,0.0,38,112.0,7.0,39.0,0.23076923076923078,1642.3076923076924,0
PRV51025,13.0,86000.0,6615.384615384615,12.0,74.0,32350.0,437.1621621621622,66.0,17.67105263157895,22,73.22368421052632,0.0,76,222.0,11.0,87.0,0.14942528735632185,1360.344827586207,0
PRV51026,0.0,0.0,0.0,0.0,76.0,19840.0,261.05263157894734,56.0,17.946428571428573,22,69.0,0.017857142857142856,56,142.0,0.0,76.0,0.0,261.05263157894734,0
PRV51027,0.0,0.0,0.0,0.0,53.0,29840.0,563.0188679245283,44.0,17.34090909090909,22,71.77272727272727,0.022727272727272728,44,106.0,0.0,53.0,0.0,563.0188679245283,0
PRV51029,0.0,0.0,0.0,0.0,93.0,30660.0,329.6774193548387,79.0,18.227848101265824,22,70.92405063291139,0.012658227848101266,79,202.0,0.0,93.0,0.0,329.6774193548387,0
PRV51030,82.0,705600.0,8604.878048780487,71.0,89.0,34160.0,383.82022471910113,78.0,17.30344827586207,22,71.32413793103449,0.013793103448275862,145,465.0,48.0,171.0,0.47953216374269003,4326.081871345029,0
PRV51031,28.0,329000.0,11750.0,26.0,157.0,30720.0,195.6687898089172,135.0,17.178343949044585,22,72.54140127388536,0.006369426751592357,157,384.0,23.0,185.0,0.15135135135135136,1944.4324324324325,0
PRV51032,0.0,0.0,0.0,0.0,23.0,5420.0,235.65217391304347,21.0,17.428571428571427,21,70.61904761904762,0.047619047619047616,21,47.0,0.0,23.0,0.0,235.65217391304347,0
PRV51035,1.0,29000.0,29000.0,1.0,29.0,3560.0,122.75862068965517,24.0,17.36,22,74.64,0.0,25,59.0,1.0,30.0,0.03333333333333333,1085.3333333333333,0
PRV51036,0.0,0.0,0.0,0.0,278.0,74880.0,269.3525179856115,131.0,18.12213740458015,22,71.68702290076335,0.0,131,463.0,0.0,278.0,0.0,269.3525179856115,0
PRV51037,23.0,214000.0,9304.347826086956,21.0,431.0,128230.0,297.51740139211137,202.0,17.854368932038835,22,71.49029126213593,0.014563106796116505,206,690.0,12.0,454.0,0.05066079295154185,753.8105726872246,1
PRV51038,30.0,229600.0,7653.333333333333,26.0,111.0,35890.0,323.3333333333333,83.0,17.327102803738317,22,70.97196261682242,0.009345794392523364,107,323.0,14.0,141.0,0.2127659574468085,1882.9078014184397,0
PRV51040,9.0,63000.0,7000.0,8.0,77.0,11470.0,148.96103896103895,62.0,17.91304347826087,22,71.07246376811594,0.014492753623188406,69,206.0,7.0,86.0,0.10465116279069768,865.9302325581396,0
PRV51041,0.0,0.0,0.0,0.0,34.0,7410.0,217.94117647058823,31.0,17.967741935483872,22,69.96774193548387,0.0,31,76.0,0.0,34.0,0.0,217.94117647058823,0
PRV51042,0.0,0.0,0.0,0.0,142.0,48050.0,338.38028169014086,128.0,18.03125,22,73.015625,0.0,128,258.0,0.0,142.0,0.0,338.38028169014086,0
PRV51043,0.0,0.0,0.0,0.0,23.0,4480.0,194.7826086956522,20.0,17.6,20,72.8,0.0,20,42.0,0.0,23.0,0.0,194.7826086956522,0
PRV51044,0.0,0.0,0.0,0.0,59.0,21330.0,361.52542372881356,39.0,17.76923076923077,22,69.82051282051282,0.0,39,118.0,0.0,59.0,0.0,361.52542372881356,0
PRV51045,0.0,0.0,0.0,0.0,31.0,8390.0,270.64516129032256,29.0,17.724137931034484,22,71.37931034482759,0.0,29,71.0,0.0,31.0,0.0,270.64516129032256,0
PRV51046,8.0,101000.0,12625.0,7.0,30.0,8370.0,279.0,19.0,17.346153846153847,22,71.03846153846153,0.0,26,111.0,5.0,38.0,0.21052631578947367,2878.157894736842,0
PRV51047,0.0,0.0,0.0,0.0,11.0,2530.0,230.0,11.0,18.09090909090909,22,70.54545454545455,0.0,11,22.0,0.0,11.0,0.0,230.0,0
PRV51048,4.0,19000.0,4750.0,4.0,34.0,8700.0,255.88235294117646,30.0,17.09090909090909,20,71.24242424242425,0.0,33,97.0,3.0,38.0,0.10526315789473684,728.9473684210526,0
PRV51049,0.0,0.0,0.0,0.0,71.0,21720.0,305.9154929577465,65.0,17.584615384615386,22,70.04615384615384,0.0,65,147.0,0.0,71.0,0.0,305.9154929577465,0
PRV51052,2.0,14000.0,7000.0,2.0,44.0,16800.0,381.8181818181818,36.0,17.864864864864863,22,70.27027027027027,0.0,37,116.0,1.0,46.0,0.043478260869565216,669.5652173913044,1
PRV51053,1.0,8000.0,8000.0,1.0,0.0,0.0,0.0,0.0,18.0,18,68.0,0.0,1,9.0,1.0,1.0,1.0,8000.0,0
PRV51054,0.0,0.0,0.0,0.0,57.0,15130.0,265.43859649122805,40.0,18.425,22,70.425,0.0,40,124.0,0.0,57.0,0.0,265.43859649122805,0
PRV51055,2.0,16700.0,8350.0,2.0,20.0,4940.0,247.0,20.0,17.318181818181817,20,68.72727272727273,0.0,22,72.0,2.0,22.0,0.09090909090909091,983.6363636363636,0
PRV51056,2.0,8000.0,4000.0,2.0,20.0,6700.0,335.0,19.0,16.571428571428573,21,76.52380952380952,0.0,21,61.0,2.0,22.0,0.09090909090909091,668.1818181818181,0
PRV51057,0.0,0.0,0.0,0.0,5.0,6830.0,1366.0,4.0,19.0,21,78.25,0.0,4,20.0,0.0,5.0,0.0,1366.0,0
PRV51058,5.0,91000.0,18200.0,5.0,78.0,16030.0,205.51282051282053,71.0,17.52,22,73.14666666666666,0.0,75,200.0,5.0,83.0,0.060240963855421686,1289.5180722891566,0
PRV51059,25.0,401000.0,16040.0,23.0,71.0,20060.0,282.53521126760563,60.0,17.975609756097562,22,73.4390243902439,0.0,82,266.0,22.0,96.0,0.2604166666666667,4386.041666666667,1
PRV51060,5.0,35000.0,7000.0,5.0,37.0,8710.0,235.40540540540542,37.0,17.476190476190474,22,71.47619047619048,0.0,42,116.0,0.0,42.0,0.11904761904761904,1040.7142857142858,0
PRV51061,1.0,3000.0,3000.0,1.0,144.0,51940.0,360.69444444444446,66.0,17.955223880597014,22,74.31343283582089,0.0,67,260.0,2.0,145.0,0.006896551724137931,378.8965517241379,0
PRV51062,3.0,45000.0,15000.0,3.0,394.0,108380.0,275.0761421319797,164.0,18.0,22,71.74698795180723,0.0,166,634.0,5.0,397.0,0.007556675062972292,386.3476070528967,0
PRV51063,0.0,0.0,0.0,0.0,149.0,51110.0,343.02013422818794,115.0,17.57391304347826,22,69.13913043478261,0.008695652173913044,115,286.0,0.0,149.0,0.0,343.02013422818794,0
PRV51064,36.0,280000.0,7777.777777777777,34.0,267.0,80320.0,300.8239700374532,198.0,17.47136563876652,22,72.68722466960352,0.004405286343612335,227,573.0,20.0,303.0,0.1188118811881188,1189.1749174917493,1
PRV51065,10.0,75000.0,7500.0,10.0,18.0,1570.0,87.22222222222223,16.0,17.384615384615383,22,75.57692307692308,0.0,26,108.0,9.0,28.0,0.35714285714285715,2734.6428571428573,0
PRV51066,2.0,19000.0,9500.0,2.0,22.0,5790.0,263.1818181818182,19.0,18.19047619047619,21,68.52380952380952,0.047619047619047616,21,70.0,2.0,24.0,0.08333333333333333,1032.9166666666667,0
PRV51067,12.0,326000.0,27166.666666666668,11.0,46.0,8520.0,185.2173913043478,39.0,17.775510204081634,22,67.83673469387755,0.0,49,173.0,11.0,58.0,0.20689655172413793,5767.586206896552,1
PRV51068,9.0,77000.0,8555.555555555555,9.0,252.0,66260.0,262.93650793650795,206.0,17.845794392523363,22,69.94392523364486,0.014018691588785047,214,495.0,3.0,261.0,0.034482758620689655,548.8888888888889,0
PRV51070,10.0,101000.0,10100.0,10.0,89.0,24410.0,274.2696629213483,61.0,17.92753623188406,22,70.69565217391305,0.0,69,222.0,6.0,99.0,0.10101010101010101,1266.7676767676767,0
PRV51071,0.0,0.0,0.0,0.0,24.0,8550.0,356.25,24.0,17.125,21,68.41666666666667,0.0,24,55.0,0.0,24.0,0.0,356.25,0
PRV51072,12.0,72000.0,6000.0,12.0,200.0,47170.0,235.85,150.0,17.59375,22,70.8875,0.025,160,417.0,6.0,212.0,0.05660377358490566,562.122641509434,0
PRV51074,5.0,31000.0,6200.0,5.0,34.0,10170.0,299.11764705882354,34.0,17.384615384615383,22,72.8974358974359,0.0,39,114.0,1.0,39.0,0.1282051282051282,1055.6410256410256,0
PRV51075,0.0,0.0,0.0,0.0,17.0,8550.0,502.94117647058823,13.0,17.384615384615383,22,74.92307692307692,0.0,13,38.0,0.0,17.0,0.0,502.94117647058823,0
PRV51076,0.0,0.0,0.0,0.0,29.0,10230.0,352.7586206896552,27.0,17.11111111111111,21,75.66666666666667,0.037037037037037035,27,67.0,0.0,29.0,0.0,352.7586206896552,0
PRV51077,16.0,199000.0,12437.5,13.0,17.0,5350.0,314.70588235294116,17.0,16.533333333333335,21,71.23333333333333,0.0,30,127.0,8.0,33.0,0.48484848484848486,6192.424242424242,1
PRV51078,9.0,76000.0,8444.444444444445,9.0,14.0,2270.0,162.14285714285714,14.0,17.782608695652176,22,70.6086956521739,0.0,23,91.0,8.0,23.0,0.391304347826087,3403.0434782608695,0
PRV51081,6.0,79000.0,13166.666666666666,6.0,194.0,45080.0,232.37113402061857,125.0,17.519083969465647,22,70.81679389312977,0.007633587786259542,131,395.0,8.0,200.0,0.03,620.4,0
PRV51082,0.0,0.0,0.0,0.0,34.0,5470.0,160.88235294117646,31.0,18.06451612903226,22,72.25806451612904,0.0,31,69.0,0.0,34.0,0.0,160.88235294117646,0
PRV51083,0.0,0.0,0.0,0.0,90.0,18100.0,201.11111111111111,81.0,17.395061728395063,22,74.23456790123457,0.0,81,183.0,0.0,90.0,0.0,201.11111111111111,0
PRV51084,20.0,191000.0,9550.0,19.0,90.0,24580.0,273.1111111111111,67.0,17.55294117647059,22,72.14117647058823,0.0,85,247.0,11.0,110.0,0.18181818181818182,1959.8181818181818,1
PRV51086,31.0,413000.0,13322.58064516129,30.0,108.0,33170.0,307.1296296296296,86.0,17.57391304347826,22,74.32173913043478,0.017391304347826087,115,356.0,24.0,139.0,0.22302158273381295,3209.856115107914,0
PRV51089,18.0,177000.0,9833.333333333334,18.0,210.0,53900.0,256.6666666666667,179.0,17.614213197969544,22,71.23857868020305,0.01015228426395939,197,452.0,16.0,228.0,0.07894736842105263,1012.719298245614,0
PRV51090,0.0,0.0,0.0,0.0,7.0,5830.0,832.8571428571429,7.0,17.714285714285715,22,71.71428571428571,0.0,7,15.0,0.0,7.0,0.0,832.8571428571429,0
PRV51091,0.0,0.0,0.0,0.0,44.0,9270.0,210.6818181818182,44.0,17.5,22,69.04545454545455,0.022727272727272728,44,104.0,0.0,44.0,0.0,210.6818181818182,0
PRV51093,2.0,11000.0,5500.0,2.0,7.0,2710.0,387.14285714285717,7.0,17.333333333333332,21,75.55555555555556,0.0,9,32.0,2.0,9.0,0.2222222222222222,1523.3333333333333,0
PRV51096,0.0,0.0,0.0,0.0,5.0,3200.0,640.0,5.0,17.2,19,85.2,0.0,5,8.0,0.0,5.0,0.0,640.0,0
PRV51097,0.0,0.0,0.0,0.0,125.0,44420.0,355.36,71.0,18.323943661971832,22,69.92957746478874,0.0,71,247.0,0.0,125.0,0.0,355.36,0
PRV51098,0.0,0.0,0.0,0.0,4.0,300.0,75.0,4.0,16.0,17,81.75,0.0,4,13.0,0.0,4.0,0.0,75.0,0
PRV51100,5.0,78000.0,15600.0,5.0,0.0,0.0,0.0,0.0,18.4,21,70.6,0.2,5,41.0,4.0,5.0,1.0,15600.0,0
PRV51101,3.0,16600.0,5533.333333333333,3.0,0.0,0.0,0.0,0.0,15.666666666666666,18,57.0,0.0,3,22.0,1.0,3.0,1.0,5533.333333333333,0
PRV51102,12.0,148000.0,12333.333333333334,11.0,0.0,0.0,0.0,0.0,17.363636363636363,21,80.72727272727273,0.0,11,88.0,10.0,12.0,1.0,12333.333333333334,0
PRV51103,0.0,0.0,0.0,0.0,6.0,440.0,73.33333333333333,4.0,14.75,15,74.0,0.0,4,8.0,0.0,6.0,0.0,73.33333333333333,1
PRV51104,0.0,0.0,0.0,0.0,12.0,1900.0,158.33333333333334,9.0,17.22222222222222,21,76.77777777777777,0.0,9,28.0,0.0,12.0,0.0,158.33333333333334,0
PRV51105,0.0,0.0,0.0,0.0,12.0,6540.0,545.0,12.0,16.916666666666668,20,76.08333333333333,0.0,12,28.0,0.0,12.0,0.0,545.0,0
PRV51108,19.0,156000.0,8210.526315789473,19.0,0.0,0.0,0.0,0.0,16.05263157894737,21,71.89473684210526,0.0,19,107.0,6.0,19.0,1.0,8210.526315789473,0
PRV51109,3.0,18000.0,6000.0,3.0,0.0,0.0,0.0,0.0,13.666666666666666,15,56.0,0.0,3,25.0,4.0,3.0,1.0,6000.0,0
PRV51110,5.0,27000.0,5400.0,5.0,0.0,0.0,0.0,0.0,16.4,19,67.6,0.0,5,42.0,4.0,5.0,1.0,5400.0,0
PRV51111,0.0,0.0,0.0,0.0,132.0,54860.0,415.6060606060606,85.0,17.694117647058825,22,72.52941176470588,0.0,85,278.0,0.0,132.0,0.0,415.6060606060606,0
PRV51112,0.0,0.0,0.0,0.0,304.0,105250.0,346.2171052631579,195.0,17.866666666666667,22,70.70769230769231,0.015384615384615385,195,465.0,0.0,304.0,0.0,346.2171052631579,0
PRV51113,0.0,0.0,0.0,0.0,132.0,46390.0,351.43939393939394,78.0,18.102564102564102,22,72.41025641025641,0.01282051282051282,78,255.0,1.0,132.0,0.0,351.43939393939394,0
PRV51114,0.0,0.0,0.0,0.0,262.0,76720.0,292.82442748091603,160.0,17.76875,22,70.3375,0.0125,160,376.0,0.0,262.0,0.0,292.82442748091603,0
PRV51115,0.0,0.0,0.0,0.0,7.0,980.0,140.0,6.0,17.5,21,72.5,0.0,6,13.0,0.0,7.0,0.0,140.0,0
PRV51117,0.0,0.0,0.0,0.0,12.0,1950.0,162.5,10.0,16.2,19,67.3,0.0,10,28.0,0.0,12.0,0.0,162.5,0
PRV51118,16.0,136000.0,8500.0,16.0,0.0,0.0,0.0,0.0,16.9375,21,67.1875,0.0,16,106.0,14.0,16.0,1.0,8500.0,0
PRV51119,94.0,985000.0,10478.72340425532,81.0,1.0,95580.0,95580.0,1.0,16.876543209876544,21,74.74074074074075,0.012345679012345678,81,357.0,51.0,95.0,0.9894736842105263,11374.526315789473,1
PRV51120,7.0,52000.0,7428.571428571428,7.0,0.0,0.0,0.0,0.0,17.0,21,60.857142857142854,0.0,7,51.0,5.0,7.0,1.0,7428.571428571428,0
PRV51121,6.0,81000.0,13500.0,6.0,1.0,80.0,80.0,1.0,17.571428571428573,20,66.42857142857143,0.14285714285714285,7,41.0,5.0,7.0,0.8571428571428571,11582.857142857143,0
PRV51122,0.0,0.0,0.0,0.0,7.0,1120.0,160.0,7.0,19.142857142857142,22,66.71428571428571,0.0,7,14.0,0.0,7.0,0.0,160.0,0
PRV51123,2.0,9000.0,4500.0,2.0,29.0,17910.0,617.5862068965517,28.0,17.857142857142858,21,69.5,0.0,28,88.0,1.0,31.0,0.06451612903225806,868.0645161290323,0
PRV51125,12.0,110000.0,9166.666666666666,12.0,36.0,21310.0,591.9444444444445,20.0,17.90625,22,68.65625,0.0,32,140.0,10.0,48.0,0.25,2735.625,0
PRV51126,20.0,177000.0,8850.0,14.0,0.0,0.0,0.0,0.0,16.785714285714285,20,69.42857142857143,0.0,14,110.0,12.0,20.0,1.0,8850.0,1
PRV51128,5.0,90000.0,18000.0,3.0,45.0,12220.0,271.55555555555554,37.0,17.473684210526315,21,67.89473684210526,0.0,38,153.0,3.0,50.0,0.1,2044.4,0
PRV51129,0.0,0.0,0.0,0.0,96.0,22920.0,238.75,65.0,17.846153846153847,22,73.55384615384615,0.0,65,194.0,0.0,96.0,0.0,238.75,0
PRV51130,0.0,0.0,0.0,0.0,7.0,4970.0,710.0,7.0,17.285714285714285,21,61.857142857142854,0.0,7,19.0,0.0,7.0,0.0,710.0,0
PRV51131,0.0,0.0,0.0,0.0,8.0,1160.0,145.0,8.0,17.875,21,74.375,0.0,8,30.0,0.0,8.0,0.0,145.0,0
PRV51132,1.0,4000.0,4000.0,1.0,7.0,1330.0,190.0,5.0,19.5,22,72.0,0.0,6,18.0,1.0,8.0,0.125,666.25,0
PRV51134,0.0,0.0,0.0,0.0,15.0,7610.0,507.3333333333333,12.0,18.333333333333332,22,67.16666666666667,0.0,12,28.0,0.0,15.0,0.0,507.3333333333333,0
PRV51135,0.0,0.0,0.0,0.0,5.0,300.0,60.0,2.0,17.5,18,69.5,0.0,2,8.0,0.0,5.0,0.0,60.0,0
PRV51136,1.0,20000.0,20000.0,1.0,0.0,0.0,0.0,0.0,20.0,20,71.0,0.0,1,9.0,2.0,1.0,1.0,20000.0,0
PRV51137,1.0,6000.0,6000.0,1.0,54.0,10050.0,186.11111111111111,50.0,17.294117647058822,22,72.52941176470588,0.0196078431372549,51,129.0,1.0,55.0,0.01818181818181818,291.8181818181818,0
PRV51138,1.0,6000.0,6000.0,1.0,25.0,7430.0,297.2,20.0,18.428571428571427,22,73.0952380952381,0.0,21,60.0,1.0,26.0,0.038461538461538464,516.5384615384615,0
PRV51139,7.0,41300.0,5900.0,7.0,36.0,11280.0,313.3333333333333,35.0,17.595238095238095,22,74.5,0.0,42,115.0,1.0,43.0,0.16279069767441862,1222.7906976744187,0
PRV51140,47.0,307400.0,6540.425531914893,45.0,440.0,145730.0,331.20454545454544,363.0,17.728426395939085,22,72.83502538071066,0.0,394,758.0,19.0,487.0,0.09650924024640657,930.4517453798768,0
PRV51141,0.0,0.0,0.0,0.0,71.0,19490.0,274.50704225352115,37.0,18.405405405405407,22,75.94594594594595,0.0,37,160.0,0.0,71.0,0.0,274.50704225352115,0
PRV51142,7.0,97000.0,13857.142857142857,5.0,44.0,7570.0,172.04545454545453,35.0,17.842105263157894,22,72.8157894736842,0.0,38,131.0,6.0,51.0,0.13725490196078433,2050.392156862745,0
PRV51143,0.0,0.0,0.0,0.0,77.0,20450.0,265.5844155844156,68.0,18.044117647058822,22,72.41176470588235,0.014705882352941176,68,160.0,0.0,77.0,0.0,265.5844155844156,0
PRV51144,4.0,53000.0,13250.0,4.0,26.0,8220.0,316.15384615384613,25.0,17.75862068965517,22,76.58620689655173,0.034482758620689655,29,83.0,3.0,30.0,0.13333333333333333,2040.6666666666667,0
PRV51145,161.0,1600600.0,9941.614906832297,125.0,41.0,5750.0,140.2439024390244,39.0,17.273291925465838,22,73.07453416149069,0.006211180124223602,161,549.0,80.0,202.0,0.7970297029702971,7952.227722772277,1
PRV51146,162.0,1618200.0,9988.888888888889,157.0,190.0,62710.0,330.05263157894734,177.0,17.251497005988025,22,73.52395209580838,0.008982035928143712,334,710.0,74.0,352.0,0.4602272727272727,4775.3125,1
PRV51147,0.0,0.0,0.0,0.0,32.0,8860.0,276.875,32.0,18.34375,22,71.59375,0.0,32,76.0,0.0,32.0,0.0,276.875,0
PRV51148,34.0,398400.0,11717.64705882353,33.0,296.0,90260.0,304.93243243243245,230.0,17.627376425855513,22,73.95437262357414,0.0,263,599.0,26.0,330.0,0.10303030303030303,1480.7878787878788,1
PRV51149,116.0,1113000.0,9594.827586206897,108.0,32.0,7680.0,240.0,28.0,16.66176470588235,22,71.67647058823529,0.0,136,476.0,61.0,148.0,0.7837837837837838,7572.1621621621625,1
PRV51151,22.0,142000.0,6454.545454545455,22.0,211.0,59300.0,281.042654028436,203.0,17.377777777777776,22,73.56444444444445,0.0044444444444444444,225,451.0,12.0,233.0,0.0944206008583691,863.9484978540772,0
PRV51152,0.0,0.0,0.0,0.0,83.0,25770.0,310.48192771084337,39.0,17.871794871794872,22,73.28205128205128,0.0,39,179.0,0.0,83.0,0.0,310.48192771084337,0
PRV51153,4.0,51000.0,12750.0,4.0,83.0,20490.0,246.86746987951807,79.0,17.542168674698797,22,73.3012048192771,0.024096385542168676,83,188.0,5.0,87.0,0.04597701149425287,821.7241379310345,0
PRV51154,0.0,0.0,0.0,0.0,161.0,45750.0,284.16149068322983,147.0,17.666666666666668,22,74.5374149659864,0.006802721088435374,147,297.0,0.0,161.0,0.0,284.16149068322983,0
PRV51155,0.0,0.0,0.0,0.0,115.0,26330.0,228.95652173913044,110.0,17.9,22,73.02727272727273,0.00909090909090909,110,212.0,0.0,115.0,0.0,228.95652173913044,0
PRV51156,0.0,0.0,0.0,0.0,542.0,140640.0,259.48339483394835,425.0,18.04470588235294,22,73.45411764705882,0.002352941176470588,425,742.0,0.0,542.0,0.0,259.48339483394835,0
PRV51159,65.0,635660.0,9779.384615384615,60.0,504.0,162130.0,321.68650793650795,448.0,17.73715415019763,22,73.82411067193677,0.003952569169960474,506,860.0,35.0,569.0,0.11423550087873462,1402.091388400703,1
PRV51160,90.0,866000.0,9622.222222222223,87.0,24.0,6020.0,250.83333333333334,24.0,16.6,22,73.13636363636364,0.0,110,403.0,51.0,114.0,0.7894736842105263,7649.298245614035,0
PRV51164,41.0,443000.0,10804.878048780487,40.0,350.0,113980.0,325.65714285714284,298.0,17.70059880239521,22,73.23952095808383,0.0,334,660.0,23.0,391.0,0.10485933503836317,1424.5012787723786,0
PRV51165,26.0,306000.0,11769.23076923077,26.0,72.0,23700.0,329.1666666666667,71.0,17.61855670103093,22,75.10309278350516,0.0,97,281.0,21.0,98.0,0.2653061224489796,3364.285714285714,0
PRV51166,1.0,22000.0,22000.0,1.0,4.0,2870.0,717.5,4.0,18.2,20,71.4,0.0,5,17.0,1.0,5.0,0.2,4974.0,0
PRV51167,0.0,0.0,0.0,0.0,190.0,51980.0,273.57894736842104,182.0,17.53846153846154,22,74.57142857142857,0.005494505494505495,182,348.0,0.0,190.0,0.0,273.57894736842104,0
PRV51168,9.0,63000.0,7000.0,9.0,78.0,17470.0,223.97435897435898,77.0,17.58139534883721,22,73.45348837209302,0.011627906976744186,86,188.0,6.0,87.0,0.10344827586206896,924.9425287356322,0
PRV51169,0.0,0.0,0.0,0.0,77.0,19380.0,251.6883116883117,74.0,17.594594594594593,22,74.64864864864865,0.0,74,163.0,0.0,77.0,0.0,251.6883116883117,0
PRV51170,8.0,145000.0,18125.0,8.0,8.0,820.0,102.5,8.0,16.8125,21,72.8125,0.0,16,70.0,8.0,16.0,0.5,9113.75,1
PRV51171,0.0,0.0,0.0,0.0,59.0,13820.0,234.23728813559322,59.0,17.54237288135593,22,72.88135593220339,0.0,59,129.0,0.0,59.0,0.0,234.23728813559322,0
PRV51173,7.0,90000.0,12857.142857142857,7.0,15.0,6290.0,419.3333333333333,14.0,18.095238095238095,22,72.76190476190476,0.0,21,78.0,8.0,22.0,0.3181818181818182,4376.818181818182,1
PRV51175,0.0,0.0,0.0,0.0,41.0,9650.0,235.3658536585366,39.0,17.307692307692307,21,71.51282051282051,0.0,39,94.0,0.0,41.0,0.0,235.3658536585366,0
PRV51176,0.0,0.0,0.0,0.0,445.0,145980.0,328.0449438202247,399.0,17.506265664160402,22,73.0827067669173,0.005012531328320802,399,637.0,0.0,445.0,0.0,328.0449438202247,0
PRV51178,34.0,422000.0,12411.764705882353,33.0,31.0,9180.0,296.1290322580645,31.0,17.328125,22,70.90625,0.0,64,239.0,24.0,65.0,0.5230769230769231,6633.538461538462,1
PRV51179,0.0,0.0,0.0,0.0,26.0,5000.0,192.30769230769232,26.0,17.807692307692307,22,70.26923076923077,0.0,26,76.0,0.0,26.0,0.0,192.30769230769232,0
PRV51180,2.0,47000.0,23500.0,2.0,127.0,47240.0,371.9685039370079,84.0,17.74418604651163,22,74.22093023255815,0.0,86,273.0,1.0,129.0,0.015503875968992248,730.5426356589147,0
PRV51181,0.0,0.0,0.0,0.0,10.0,2150.0,215.0,10.0,17.3,22,77.4,0.1,10,18.0,0.0,10.0,0.0,215.0,0
PRV51183,41.0,336800.0,8214.634146341463,41.0,72.0,18990.0,263.75,65.0,17.457142857142856,22,72.6952380952381,0.009523809523809525,105,321.0,22.0,113.0,0.36283185840707965,3148.5840707964603,0
PRV51185,0.0,0.0,0.0,0.0,8.0,1590.0,198.75,8.0,18.125,21,72.75,0.0,8,16.0,0.0,8.0,0.0,198.75,0
