Provider,in_InscClaimAmtReimbursed_mean,in_InscClaimAmtReimbursed_std,in_InscClaimAmtReimbursed_sum,in_InscClaimAmtReimbursed_median,in_DeductibleAmtPaid_mean,in_DeductibleAmtPaid_std,in_DeductibleAmtPaid_sum,in_DeductibleAmtPaid_median,in_ClmProcedureCode_1_mean,in_ClmProcedureCode_1_std,in_ClmProcedureCode_1_sum,in_ClmProcedureCode_1_median,in_ClmProcedureCode_2_mean,in_ClmProcedureCode_2_std,in_ClmProcedureCode_2_sum,in_ClmProcedureCode_2_median,in_ClmProcedureCode_3_mean,in_ClmProcedureCode_3_std,in_ClmProcedureCode_3_sum,in_ClmProcedureCode_3_median,in_ClmProcedureCode_4_mean,in_ClmProcedureCode_4_std,in_ClmProcedureCode_4_sum,in_ClmProcedureCode_4_median,in_ClmProcedureCode_5_mean,in_ClmProcedureCode_5_std,in_ClmProcedureCode_5_sum,in_ClmProcedureCode_5_median,in_ClmProcedureCode_6_mean,in_ClmProcedureCode_6_std,in_ClmProcedureCode_6_sum,in_ClmProcedureCode_6_median,claims_count,unique_benes,claims_per_bene,out_InscClaimAmtReimbursed_mean,out_InscClaimAmtReimbursed_std,out_InscClaimAmtReimbursed_sum,out_InscClaimAmtReimbursed_median,out_ClmProcedureCode_1_mean,out_ClmProcedureCode_1_std,out_ClmProcedureCode_1_sum,out_ClmProcedureCode_1_median,out_ClmProcedureCode_2_mean,out_ClmProcedureCode_2_std,out_ClmProcedureCode_2_sum,out_ClmProcedureCode_2_median,out_ClmProcedureCode_3_mean,out_ClmProcedureCode_3_std,out_ClmProcedureCode_3_sum,out_ClmProcedureCode_3_median,out_ClmProcedureCode_4_mean,out_ClmProcedureCode_4_std,out_ClmProcedureCode_4_sum,out_ClmProcedureCode_4_median,out_ClmProcedureCode_5_mean,out_ClmProcedureCode_5_std,out_ClmProcedureCode_5_sum,out_ClmProcedureCode_5_median,out_ClmProcedureCode_6_mean,out_ClmProcedureCode_6_std,out_ClmProcedureCode_6_sum,out_ClmProcedureCode_6_median,out_DeductibleAmtPaid_mean,out_DeductibleAmtPaid_std,out_DeductibleAmtPaid_sum,out_DeductibleAmtPaid_median,claims_count,unique_benes,claims_per_bene,num_unique_benes,PotentialFraud
PRV51031,11750.0,13164.556792978468,329000.0,7500.0,1068.0,0.0,29904.0,1068.0,5254.9,3414.4544744211685,105098.0,3983.0,4796.8,1895.91869551413,23984.0,4254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,1.0769230769230769,195.8783783783784,367.10103347855886,28990.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2972972972972974,14.098516088972382,340.0,0.0,148.0,128.0,1.15625,150,No
PRV51035,29000.0,0.0,29000.0,29000.0,1068.0,0.0,1068.0,1068.0,311.0,0.0,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,123.70370370370371,167.2434464197936,3340.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,33.282011773513744,360.0,0.0,27.0,22.0,1.2272727272727273,23,No
PRV51037,9304.347826086956,5849.901184936185,214000.0,7000.0,1068.0,0.0,24564.0,1068.0,5771.666666666667,3605.2124070573154,51945.0,7935.0,2732.3333333333335,14.433756729740578,8197.0,2724.0,7962.0,0.0,7962.0,7962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,1.0952380952380953,286.98209718670074,562.9793430529298,112210.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.455242966751918,13.722802168795287,960.0,0.0,391.0,187.0,2.090909090909091,193,Yes
PRV51038,7653.333333333333,4210.637869060674,229600.0,7000.0,1068.0,0.0,30972.0,1068.0,7141.416666666667,2923.720837884285,85697.0,8152.5,3915.5,146.37110370561533,7831.0,3915.5,5781.0,0.0,5781.0,5781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,26.0,1.1538461538461537,337.54901960784315,654.8651683074888,34430.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0588235294117645,11.717654894473363,210.0,0.0,102.0,76.0,1.3421052631578947,100,No
PRV51040,7000.0,7681.145747868608,63000.0,5000.0,1068.0,0.0,8544.0,1068.0,7209.833333333333,2041.9320671037678,43259.0,8101.5,8708.0,0.0,8708.0,8708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,1.125,157.64705882352942,262.9574487288136,10720.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5294117647058822,17.59958495799236,240.0,0.0,68.0,55.0,1.2363636363636363,63,No
PRV51046,12625.0,11160.357137142675,101000.0,10000.0,1068.0,0.0,8544.0,1068.0,6831.2,2407.672880604838,34156.0,8152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.1428571428571428,292.962962962963,491.94132557274327,7910.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037037,19.245008972987527,100.0,0.0,27.0,18.0,1.5,25,No
PRV51048,4750.0,1707.825127659933,19000.0,4500.0,1068.0,0.0,4272.0,1068.0,6341.0,2871.1448935921017,19023.0,5749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,280.3448275862069,613.7966319708174,8130.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,26.0,1.1153846153846154,29,No
PRV51052,7000.0,2828.42712474619,14000.0,7000.0,1068.0,0.0,2136.0,1068.0,4516.0,0.0,4516.0,4516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,364.25,706.9105318213897,14570.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,18.809094908635327,210.0,0.0,40.0,33.0,1.2121212121212122,34,Yes
PRV51053,8000.0,0.0,8000.0,8000.0,1068.0,0.0,1068.0,1068.0,3891.0,0.0,3891.0,3891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,No
PRV51055,8350.0,10818.733752154178,16700.0,8350.0,1068.0,0.0,2136.0,1068.0,8809.5,927.0169901355638,17619.0,8809.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,268.3333333333333,576.584772605035,4830.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,16.499158227686113,70.0,0.0,18.0,18.0,1.0,20,No
PRV51056,4000.0,1414.213562373095,8000.0,4000.0,1068.0,0.0,2136.0,1068.0,4516.0,0.0,4516.0,4516.0,5849.0,0.0,5849.0,5849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,221.05263157894737,440.61692529202867,4200.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,2.2941573387056176,10.0,0.0,19.0,18.0,1.0555555555555556,20,No
PRV51058,18200.0,22129.166274399042,91000.0,7000.0,1068.0,0.0,5340.0,1068.0,5280.25,3086.8534545714992,21121.0,3852.5,3320.0,0.0,3320.0,3320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,212.7536231884058,395.41818540245913,14680.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.898550724637681,16.89948217753173,200.0,0.0,69.0,64.0,1.078125,68,No
PRV51059,16040.0,16539.04471243729,401000.0,10000.0,1068.0,0.0,26700.0,1068.0,4459.411764705882,4075.7785461618178,75810.0,3926.0,3971.6,1291.590221393767,19858.0,4254.0,1590.5,1666.6506832566924,3181.0,1590.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,1.0869565217391304,299.09090909090907,555.115309636662,19740.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.878787878787879,14.007157677432858,190.0,0.0,66.0,57.0,1.1578947368421053,79,Yes
PRV51060,7000.0,4301.162633521313,35000.0,5000.0,1068.0,0.0,5340.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,258.1818181818182,281.8627164225359,8520.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,1.0,38,No
PRV51061,3000.0,0.0,3000.0,3000.0,1068.0,0.0,1068.0,1068.0,8801.0,0.0,8801.0,8801.0,4019.0,0.0,4019.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,373.69565217391306,836.2054335713459,51570.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8840579710144927,11.623706246990366,260.0,0.0,138.0,64.0,2.15625,65,No
PRV51062,15000.0,10535.653752852739,45000.0,16000.0,1068.0,0.0,3204.0,1068.0,4173.333333333333,4414.2537685698735,12520.0,3613.0,3371.5,915.703281636579,6743.0,3371.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,262.8888888888889,527.8352162134363,94640.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,10.968427721658049,660.0,0.0,360.0,148.0,2.4324324324324325,150,No
PRV51064,7777.777777777777,7187.732052844767,280000.0,6000.0,1068.0,0.0,38448.0,1068.0,5343.95,3147.2457043713966,106879.0,3972.0,4681.5,3921.353890346207,18726.0,4129.5,3371.5,915.703281636579,6743.0,3371.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,34.0,1.0588235294117647,299.72,545.7652981296725,74930.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.26532869125834,500.0,0.0,250.0,184.0,1.358695652173913,214,Yes
PRV51065,7500.0,2915.4759474226503,75000.0,7500.0,1068.0,0.0,9612.0,1068.0,6911.125,2554.2851075622484,55289.0,8389.5,5849.0,0.0,5849.0,5849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,92.3529411764706,89.61929282837944,1570.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.470588235294118,18.351149988007645,110.0,0.0,17.0,15.0,1.1333333333333333,25,No
PRV51066,9500.0,7778.174593052023,19000.0,9500.0,1068.0,0.0,2136.0,1068.0,7233.0,3777.3644250985367,14466.0,7233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,263.1818181818182,502.1893625358426,5790.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,21.320071635561042,100.0,0.0,22.0,19.0,1.1578947368421053,21,No
PRV51067,27166.666666666668,23241.159935586587,326000.0,20500.0,1068.0,0.0,12816.0,1068.0,6468.333333333333,3266.17739107967,58215.0,8108.0,4051.0,3756.102235030351,12153.0,4019.0,311.0,0.0,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0909090909090908,183.86363636363637,397.34710916094804,8090.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.363636363636363,32.21229788926201,280.0,0.0,44.0,37.0,1.1891891891891893,47,Yes
PRV51068,8555.555555555555,5126.185499743233,77000.0,8000.0,1068.0,0.0,8544.0,1068.0,5494.0,2330.365636547192,16482.0,4516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,266.84444444444443,526.0137302812963,60040.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9555555555555555,10.843767868564024,440.0,0.0,225.0,186.0,1.2096774193548387,194,No
PRV51070,10100.0,5952.590472502987,101000.0,10000.0,1068.0,0.0,10680.0,1068.0,6069.0,2949.6348926604455,24276.0,5314.0,2724.0,0.0,2724.0,2724.0,4019.0,0.0,4019.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,275.69767441860466,603.7014078804859,23710.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.488372093023256,18.456144639815772,300.0,0.0,86.0,59.0,1.4576271186440677,67,No
PRV51072,6000.0,3741.657386773941,72000.0,4000.0,1068.0,0.0,11748.0,1068.0,7475.833333333333,1806.1843113776254,44855.0,8309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,238.75675675675674,468.7113117602699,44170.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.324324324324324,13.851020316470752,430.0,0.0,185.0,139.0,1.330935251798561,149,No
PRV51074,6200.0,5215.361924162119,31000.0,3000.0,1068.0,0.0,5340.0,1068.0,8151.0,0.0,8151.0,8151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,315.16129032258067,535.9780528326505,9770.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5806451612903225,14.368424162141993,80.0,0.0,31.0,31.0,1.0,36,No
PRV51077,12437.5,13559.590701787425,199000.0,6000.0,1068.0,0.0,16020.0,1068.0,6211.833333333333,3782.0949441634416,37271.0,7016.5,2677.0,66.46803743153546,5354.0,2677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,1.2307692307692308,314.70588235294116,632.3282142908344,5350.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.764705882352942,48.5071250072666,200.0,0.0,17.0,17.0,1.0,30,Yes
